,0,1
10,Honestly its day one on the 3 day treatment. Yes it burns a bit and it does leak out if you dont lay down after insertion. But im faithful it will work.,UNK
11,Ditto on rebound sleepless when discontinued. I have done very strange things with no memory including taking additional Ambien. It has helped me sleep when under extreme stress but watch out. Now I am trying to learn how to sleep naturally.,UNK
12,"A doctor in the ER prescribed me 200 mg of Provigil when I was first diagnosed with Narcolepsy. It didn&#039;t seem to have any effect on me at all. Then I went to see my sleep doctor and he prescribed me 250 mg of Nuvigil. It finally allowed me to stay awake for an entire day. But if I went out somewhere I would be able to come home and take a nap and be fully awake again. Taking that with Xyrem makes me feel 98%..not quite 100, but still pretty great.",UNK
13,I smoked for 50+ years.  Took it for one week and that was it.  I didn&#039;t think it was possible for me to quit.  It has been 6 years now.  Great product.,UNK
14,"So I was on Ginanvi for about 3 months before I switched over to this pill due to the high cost of Ginavi (I don&#039;t have insurance). Ginanvi had cleared up my acne in the short time I used and I was hoping this birth control would not mess that up. I was wrong. After 2-3 months of using this pill my skin went crazy with horrible breakouts. Now, 9 months later I still have horrible acne. If you want a pill that helps with acne this is NOT it. It also made my period &quot;weird&quot;. I would have little to no period one month and a heavy one the next . The month that I had a heavier flow my boobs would hurt a lot. I also noticed that at the beginning of taking it , I would be moody and extremely irritable all the time . It&#039;s time for me to switch.",UNK
15,"If I could give it a 0, I would absolutely do so.  Started at 50mg, and felt WIRED.  Wanted to get up and clean the house!  Bumped it to 100mg, less wired, but still wide awake all night.  Bumped to 150, with the same lack of effect.  MD informed me after this dose it becomes less effective for sleep, so why even bother.  15 years of trying different sleep medications and alternatives, and this, I can say for sure, was the LEAST effective I have ever come across.  At it&#039;s low price point, feel free to give it a try, and maybe you will be luckier?  Everyone&#039;s sleep conditions are different.  But if you get hyper after benadryl, expect the same reaction to this drug.",UNK
16,"I am so happy with the samples provided by my Endocrinologist. The only thing I am so sad about is that I cannot afford the prohibitive costs. However, overall this is the best thing I&#039;ve ever had to make my Irritable Bowel Syndrome-D tolerable. I can go out of the house again without worrying and the terrible stomach pains are a thing of the past.",UNK
17,"After a few days and it &quot;kicked in,&quot; every noise in the house would make me jump, pictures on TV would feel as if they were 3-D and make me jump, and I literally felt like my skin was crawling, moving, and melding to things, such as blankets. My mind focused and keyed in on every piece of white noise there was and I had sweaty, night hot flashes with chills.",UNK
18,"This drug is pretty amazing. I&#039;ve had hyperhydrosis of the palms, soles and underarms since hitting puberty. I was skeptic since I&#039;ve previously tried botox, iontophoresis and drysol with limited results. However, after three days of taking oxybutynin (5mg 3x a day) I was 95% sweat-free. My only negative things to say about the drug is about side effects. I have gotten fairly dizzy/spaced out a few times, and I experience dry mouth pretty often. However, that&#039;s not bad in comparison to the acne I&#039;ve gotten. I used to get pimples around once a month, however now I have ones lasting for &lt;6 wks, varying in size/colour. I constantly have groups of acne on my face. Does anyone have any remedies? I&#039;ve tried acne masks, cleansers and tea tree oil.",UNK
19,"This medication should not be being prescribed for Bipolar 2, a milder form of a different illness, called Biploar 1, for which this medication works very well. Folks, Doctors NEED to be using SCIENCE to treat illnesses, not giving out random prescriptions for 2+ medications for 1 illness. If your Doctor is not doing monthly blood tests AT LEAST to see how the medications are affecting your body chemistry and serotonin levels, then you need to fire the Doctor and find one who does do his/her job the right way, and who is good at the science part of the job. Every medication you take counteracts and interacts with the other medications and the foods and other things that you put into your body each day messing with the chemistry of your body",UNK
20,2.75g x 2 every night for five years. Deeper sleep with dreaming not infrequent. No side effects whatsoever. I&#039;ve not gotten used to the salt added during manufacture.,UNK
21,"I am a 25 year old female. I was diagnosed with bipolar II disorder about 5 years ago. I have been taking 150mg of lamotrigine for over 2 years. Thus far I have experienced significant improvements in controlling my bipolar II disorder. I recently paired 100mg of sertraline to improve the lows. Also, I experience rapid cycling. I rated this drug 70% as I feel I still have a long way to go in recovery. But, the drug has definitely allowed me to be a highly functioning individual.",UNK
22,"I absolutely love this product and recommend to everyone. I know everyone&#039;s body is different, so it is not for everyone, but it is not the medicines fault. I have NO negative symptoms since I started this. I used to have heavy periods, terrible cramps and headaches, and my periods were super long. I now have super consistent 3-4 LIGHT periods, no cramps or headaches. I have been on this pill for over a year now and have no desire to switch.",UNK
23,I&#039;ve had rosacea for almost 20 years and have been on all kinds of antibiotics. Most I am allergic to the last was erythromycin which worked okay. But the Dr though it was time for me to get off the antibiotics. I&#039;ve been on Soolantra for about 6 months and my face has never looked better. I&#039;m thrilled with everything about it. You do use just a dab so a tube will last at least 3 months if not more. I do have insurance that helps a lot with the cost but what I do pay is well worth it.,UNK
24,"This stuff wasn&#039;t too bad!  I had a hard time with the first dose as I&#039;m not used to very sugary drinks and such.  Because of this, I did think it tasted quite gross.  It had a strange grape salty flavor but it was only 16 oz, so it wasn&#039;t too bad to get down.  I had absolutely no discomfort or nausea.  It worked very fast and I was completely clean for the colonoscopy - this was my first colonoscopy and after having read the awful reviews of the gallon jug prep, I went for this stuff.",UNK
25,"my advice on movantik is understand that movantik is an opioid blocker in the same manner that naloxone (found in suboxone) is an opioid blocker. My husband took 12.5mg and was thrown in withdrawal. Nausea first, chills, fever, shaking so hard the bed was vibrating. I thought movantik worked on the backed up s**t but it stops the opioid from working. Of course you will have diarrhea when your pain meds are cut off. It may not happen to everyone but it happened to my husband. I guess it&#039;s back to OIC",UNK
26,"Have been on Actos for almost a year, gained 24 pounds and have swelling in hands and feet and are retaining a lot of water in my thighs.  My sugar levels are good.  My doctor lowered my dosage from 30 mg to 15 mg but refused to take me off.  Will get a second opinion because the side effects are too much.",UNK
27,"Been on 30mg Cymbalta for 2 weeks. Started getting relief by the 2nd day. Am 58 year old male with spinal stenosis, degenerative disc disease, and spondy. Plan was to go to 60mg but I am getting enough relief at 30mg. I believe I will try to stay on that dose to minimize side effects. Some constipation, difficult reaching orgasm, some night sweats and minor headaches. Oh, insomnia if I took it at night.  I had samples of this medicine for 6 months but delayed starting it because of horror stories on the internet. Pain was ruining my life so this medicine seems to be the best option.",UNK
28,"I was on this for 5 years (and birth control pills for about 12 years), and would have told you how fabulous it was.  &lt;List all the benefits everyone else has listed, here.&gt;  Then a friend of mine convinced me to stop birth control all together for a while, and I turned into a new and better person!  I dropped 5 lbs instantly, had a huge sex drive, more lubrication, and just felt better.  I wouldn&#039;t say I was depressed before, but after going off of it, I would describe my time on birth control as feeling like I was inside a cloud.  Less emotions in general, sometimes a little down.  I&#039;m bummed I&#039;m back on it, but it seems to be the least impactful than the others.  I might try Paragard to avoid the hormones.",UNK
29,"I am a 22 year old female college student. I wanted to write this because when I was at my lowest of low when I felt absolutely hopeless... these positive reviews are what got me through the day. I experienced a lot of change.  I was also in a relationship that made me unhappy. I stopped doing the things I liked to do such as run, party, work, hang out with friends etc. In result, I never had energy. I constantly felt guilty. I cried everyday, sometimes multiple times of day. I went to group therapy. I dropped 10lbs in two weeks. I eventually got on this medicine &amp; the first 4 days felt crazy &amp; tired! TAKE AT NIGHT. Give this medicine time! Now 3 weeks in I am back to myself and am truly happy! Keep your head up.",UNK
30,"I have been administering Egrifta now for 2 1/2 month&#039;s, with absolutely no reduction of abdominal fat. I am a thin person with my abdominal fat causing me to be unable to close my buttons and zippers of my clothing. Then I heard of Egrifta thinking it was the answer. Wrong! No results, just a painful irritated, scar tissue in my abdomen now. ",UNK
31,"Been a heavy drinker for over 6 years since a major operation that left me addicted on morphine. Replaced morphine with beer and wine everyday. From day one of taking Campral, all my cravings went away. I just don&#039;t feel like a drink anymore.",UNK
32,"I started taking gabapentin experimentally to treat chronic depression and am now prescribed 1800mg a day.  At doses of 2700mg I experienced a significant improvement in impulse control and depression in general.  Went from being a shut in, to going for walks and enjoying my time in the company of others.  At the lower dose of 1800mg a day, I don&#039;t experience much improvement, save for a decrease in depressive symptoms.  I&#039;m looking forward to a larger dose if my doctor okays it.",UNK
33,"I want to share my experience to possibly ease some of the ladies out there.
The incident occur in Nov 18 (the condom broke) and it was 4 days after my period ended and approximately 4 days before ovulation. This means I was fertile. 
when we noticed that the condom broke, we immediately bought Plan B One Step and was taken about 45 minutes or an hour later. 
The sooner you take the greater the chances it will work.
So I waited anxiously, praying I get my period. I felt side effects such as fatigue, bloated, nauseous, cramps, and moody. I was that these might be  this pregnancy symptoms. 
I waited exactly two weeks and I got my period. I was the happiest person ever. My period was here early by approximately 3-4 days. Good luck.",UNK
34,"I&#039;m absolutely DONE taking this horrible birth control! I&#039;ve  been taking Aubra for a month and a half... I&#039;m moody, irritable, depressed, hungry, bitchy... vaginal discharge has changed  (gross), my urine smells, my acne has gotten so out of hand and it&#039;s STUBBORN. Cystic acne all around my mouth, jawline, Chin and neck. After doing some research online, I discovered I&#039;m not the only one. Birth control is different for everyone but this is going in the trash... I will not be taking this any longer. It also kills your sex drive... as for the difference in bleeding, I wouldn&#039;t know. I started this pill on day 1 of menstrual cycle last month and haven&#039;t had a period yet... have had plenty of headaches though! ",UNK
35,"Our condom seemed to not have worked properly, but I had to work so I didn&#039;t take the pill until about 18 hours later. I have taken the two pill process about a year ago when the same had happened, and I didn&#039;t become pregnant then nor experience side effects that were noticeable. With this pill, I have been tired, but I am a teacher who works long hours and grades late into the evening so I didn&#039;t attribute it to the pill. I was not nauseated but took it a couple of hours before bed and was my usual tired self. My period came 5 days later with a vengance (strong cramps/heavier bleeding). It is 2 weeks early, which scared me a bit. That is why I wrote this review and sought out others. I also experienced diarrhea due to cramps being so strong.",UNK
36,"I started on the oral contraceptive pill but got horrible nausea and vomiting, so this was my next option. NuvaRing has been fantastic, it has a fraction of the hormones and I get no nausea. Insertion and removing is really not a hassle, and you cannot feel it at all. For me, it beats the pill and vomiting, along with all the other symptoms. I haven&#039;t had any noticeable mood issues or migraines. I would recommend it to anyone!",UNK
37,"About two months ago I had to switch from LoLestrin Fe to microgestin due to my insurance and pharmacy. Since starting microgestin I&#039;ve noticed insane bloating and nausea and weird discharge. While on lolestrin, my periods consisted of spotting and average side effects, nothing too serious, but after one month of micro I got my period and it was heavy and the cramping was so painful I had to leave my class. I&#039;ve also noticed I&#039;ve developed bad depression and my mood swings are very intense. My anxiety is bad and my sex drive is very low if not nonexistent anymore. It helped with my acne but I&#039;m a lot more paranoid about getting pregnant than I was on lolestrin. I&#039;m going to be talking to my doctor about possibly getting the shot.",UNK
38,"Coming from a very problematic childhood, I&#039;ve been labeled everything from A to Z by psychiatrists and given a slew of meds. Wellbutrin in my experience has been beyond beneficial. At first for the first week or two I had slight tremors, irregular heartbeat, major insomnia and headaches but dismissed. I still have slight insomnia which is why I take them when I wake up. But reading comprehension, multitasking, thought focus and moods overall have dramatically improved! I&#039;m one of those people that may have to take them for the rest of my life but I&#039;m not complaining =). One thing that does bother me tho is dry mouth from wellbutrin but I take biotene which helps a bit. Enough to make it worth it anyways lol.",UNK
39,"My GP had prescribed this to me at my requests for something to deal with my acne. I used this medication for about a month or a little longer. This medication dries out my face something terrible. I had to slather moisturizer on my face, which was probably counterintuitive. The medication worked well at drying out existing acne on my face but did nothing to prevent new acne. Every day I would wake up to new zits. I ended up going to a dermatologist and had something else prescribed. 

Also, with this medication containing benzoyl peroxide it stains your sheets very badly (thankfully, I already had a pillow case that resisted staining, same can&#039;t be said for the sheets).",UNK
40,"I&#039;ve had this birth control for a year now and at first things were going good, I only had a period once and never had one since but now I have super bad anxiety, I would constantly think I was pregnant, would waste my money on pregnancy test even though I am NOT pregnant and my depression was very bad and honestly , I really don&#039;t think it&#039;s worth it at all. I&#039;m getting it removed tomorrow and I most likely am going to have to be in therapy.",UNK
41,"OM Freakin G!!!! I&#039;ve had YIs before but this takes the cake. I&#039;ve used Monistat a few times and I never experienced such burning as I&#039;m experiencing now. It&#039;s starting to cool off but damn. This is only day 1 and I hope it&#039;s only the first day. I&#039;d like to think it&#039;s because the medication is reacting to the irritation from instance itching I was doing down there before buying the cream. Lol. Because unless Monistat change their ingredients, I can&#039;t think of any other logical reason for this severe burning like never before.",UNK
42,"One more day! I hope the infection don&#039;t come back, because This antibiotic make me feel so sick,  now I&#039;m noticing  vaginal  discharge, I don&#039;t like it at all but Is a side effect, One more day!",UNK
43,"So I first got the nexplanon in July of 2014, for the first 5 months I was fine, I didn&#039;t get my period and if I did it was random spotting (very light) but around January I noticed I was very emotional EVERYTHING made me cry. Then my period started coming twice a month with horrific cramps. Or I would spot for 2-3 weeks have a week where I thought It was over and started spotting again. I&#039;ve now had it for 13 months and it does the job because I havent gotten pregnant. But that&#039;s only because I haven&#039;t been able to have sex cause I don&#039;t know when my period is going to come",UNK
44,"I started off by taking regular Ortho Tri Cyclen, which helped some with my acne, but I also became severely depressed, so I went off it.  After a year and a half of not taking birth control at all, I began taking Ortho Tri Cyclen Lo for acne, and after 4 months my skin is MUCH clearer.  If I do get pimples, they are much smaller and more shallow than before, and go away quicker.  I am pleased!",UNK
45,"I have been taking Flomax for a month for Benign Prostatic Hyperplasia. I had been getting up to urinate 2 or 3 times a night, suffering from severe pain during urination. Since starting Flomax I have found  myself dizzy if getting up quickly, blurred vision, decreased sex drive with abnormal ejaculate. I have lower back pain. I feel weaker and tired all the time. On the up side I can go all night with no need to get up to urinate and the pain while urinating is 50 percent less.",UNK
46,"I experienced an improvement in pain, swelling and stiffness within the first two weeks. I was able to titrate off of prednisone and hydrocodone. However, I am experiencing stomach upset and rapid hair loss, which is very disconcerting.",UNK
47,"I started taking Cryselle almost 9 months ago to treat my endometriosis as well as to act as a birth control. My OB-GYN instructed me to skip the placebos, and as a result I have had virtually no cramping or break through bleeding (common on my last pill). However, as she warned, I developed severe acne. The acne I could deal with, but the emotional side effects I cannot. I have become increasingly moody the longer I have been on Cryselle, especially around the time of my &quot;period&quot;. I have also developed strong feelings of anxiety and depression. I had hoped when these symptoms began, that they would lessen over time, but they have just increased in severity. ",UNK
48,"Yes, this medication does work wonders, at first.  Diagnosed ADHD (by a Psychiatrist)  at the age of 26.  The first 3 years it worked quite well and felt like a godsend.  I took 5-6 days a week and my life demonstratively improved.  Focus, completing tasks, mental clarity, improved self-esteem...life was good.

Adderall, like other CNS stimulants, tend to become less effective after time and I noticed this more pronouncedly by my 5th year.  At that point, I felt trapped by the drug and tried to stop.  The problem was that even after a month or more without Adderall, none of discontinuation symptoms were improving.  While I continue to use Adderall for maintenance, I derive little benefit.  Be aware, the effects won&#039;t last indefinitely!",UNK
49,"I have had problems with acne off and on as a teenager, but after I had our  children it got worse.  I mean a LOT worse!  It got so bad that I  have not been in any family pictures or even gone in public for the last 4 years! I am 39 years old and finally got so  sick of wasting money and time on everything you can imagine,  even tried every old wives tales. Finally my Dr put me on this, benzol peroxide 5% and Retinal- A. 

Yes  weeks 1-3 made it 30%worse but week 4 and beyond my skin looks amazing!  I now love going into public and my confidence is through the roof, I would definitely recommend for everyone!",UNK
50,"I am a 12 year survivor of mirapex/Pramepexole. It was a miracle to begin with. I only slept about 4hrs a night but had enormous energy and never tired. That lasted nine years. But during that time I lost bladder control, impulse disorders, loss of concentration, myalgia neuropathy, falling asleep while driving, many more and augmentation. I was on .5 mg. Detoxing med free from this med was horrendous! After detox most of the side effects cleared up. But I still have issues with memory and concentration. This is the only med I took on a reg bases as my health was good. Im still suffering the side effects of the Withdrawl from it. Studies should be for longer than 12 weeks.",UNK
51,honestly the measurement hurt more than the actual placement! And I&#039;m so happy I went through with it!!! I wish I didn&#039;t read all of these reviews before I did it. Pain is subjective and its not that bad. They explained the procedure to me and I felt more comfortable. I&#039;ve never had kids. Its just like getting a regular pap. I think it is the best option of birth control. That being said I will definitely recommend getting this! Do expect cramping for a day or two. I didnt cramp until about three hours after having it done. I took ibuprophen and slept with a heating bad. Very mild cramping today but I am happy with my choice :),UNK
52,"I used them and within 6 hours my eyes swelled almost shut, and cheeks puffed up. 2 weeks later I still have red watery eyes, but thankfully the swelling is finally gone. I will never use this product again (obviously), but it is also incredibly expensive. I have never had an allergic reaction to any medication before so this was very unexpected.",UNK
53,"I was prescribed this for onset of anxiety and possible hormonal mood swings. I was not told by my doctor how it would make me feel or how hard coming off of it would be. I took one 37.5 mg capsule and was horrified that I was given this. I woke up at 2am with an anxiety attack for about the first hour. It then went into being wired, nauseous, shakey, weak, chills and sweating. 11 years ago I quit using meth and this was awful that I felt like I was on it again. I laid in bed the entire day, wide awake and ill. I never took another dose! And even one pill took at least another full day to leave my system. My nervous system is obviously sensitive and I could not handle this medication at all.",UNK
54,"I started the nifedipine/Procardia this morning. About 4 hours later the rare side effects kicked in. Heart palpitations, dizziness, headache, and I was FREEZING. Even at 43 I still call my mommy. She wasn&#039;t thrilled I was going to take it anyway since I have perfect blood pressure. But she recommended laying on my left side. That did help even if it did take awhile for me to get warm again. The headache is still lingering.",UNK
55,"I am on day #10 of this medication and the side effects are very minimal although I am having trouble sleeping. My sleep patterns have been affected. I feel more energetic, as If I have to be doing something. My mind will not stop repeating the same thoughts, over and over again. I am also very hungry and have an increased appetite. It does however, cause me to think about things differently as I know what my general reaction to things would be, or have been in the past, but, it allows me time to think of an alternative besides being explosive. It has calmed me, and more than once, has helped me to cope with a situation differently and more calmly. Overall, I think I&#039;m doing well so far. I plan to continue this medication for some time.",UNK
56,Since I was on the trials I put 6+ months but I have been back on Afrezza for about 2 weeks.  Afrezza is nothing short of a miracle. I am a type 1 diabetic and my blood sugar average in the past 10 days has been 110. I have a CGM so I have had 2880 readings in the past 10 days.  A 110 average equals to an A1C of 5.45. This is possible because Afrezza mimics the speed of a healthy pancreas. Afrezza starts working in only 12-15 minutes and works out of my system very quickly. This allows me to manage my glucose in real time without babysitting diabetes all day. Even if I do have a high I can knock my sugars back to 100 in a matter of minutes.,UNK
57,"Zoloft did not help me at all.  I was on it for about 3 months, worked up to 100mg.  I was tired and hungry all the time.  I gained 20 lbs and slept all day. I was a complete zombie.  Definitely made my depression worse.",UNK
58,"I was prescribed Bactrim for a kidney infection. I took two doses, 500 mgs each. After the first dose, I began to feel lousy. I assumed it was a side effect. The second dose almost killed me. I went to the ER, where I was stabilized enough to move me to ICU. Before I lost consciousness, my blood pressure was 35/27. I woke up 3 days later with a central line, severely swollen body, and my skin was bright red, like a severe sunburn. I spent 3 weeks in the hospital, with my blood pressure constantly plummeting. I apparently have a severe allergy.",UNK
59,I was started on Gildess 1/20 but then was switched to Blisovi as Gildess was recalled. I always had the clearest skin and now that I&#039;ve been taking Blisovi I&#039;ll have random break outs and I&#039;ve gained some weight as well. I do not recommend. I can&#039;t wait to talk to my gynecologist to switch ASAP.,UNK
60,"I had major depression from the time I started menstruating.  It would cycle with my cycle.  It caused paranoia, and fear of being seen outside my home.  It feared going to my mail box, yet, at times I would sign up to do things like be an Avon Lady! I felt crazy. In my mid 30&#039;s, divorced, alcoholic, my doctor prescribed Prozac.  It didn&#039;t seem to help me.  Later in recovery but still profoundly depressed, she put me on Zoloft and the result was instantaneous.  I felt like a window to my life had been opened.  I wasn&#039;t afraid.  I looked forward to getting out of bed.  I found things I liked to do. I have a healthy relationship, a good job, a life.  I have been given my life back.  Now, I am 16 years sober.  Thank you Zoloft.",UNK
61,So in high school over ten years ago I started to sweat really bad under my arms. It was super embarrassing to go through high school with this issue. After trying over the counter products and home remedies I gave up. So my Dr at the time recommended Drysol. I used it for just a few weeks and it worked so good. But then after a few months I noticed my armpits darkening. So I stopped using it. Now about 15 yrs later I&#039;ve tried so many things to lighten my armpits and nothing works. This stuff did 100% cure my sweaty armpits and I can now freely wear shirts without the sweat marks. But it burned me so bad that I have dark scars for life and still can&#039;t walk around freely with tank tops. I guess you can&#039;t win them all.,UNK
62,"Sadly only lasted 5 days on Effexor XR. The side effects from the 75mg dose was unlike anything I have experienced before. Within 10 hours of the first dose I had severe anxiety - something I had never experienced before. Within hours of second dose the extreme nausea came on. By day 3 I was pratically bed-ridden in cold sweats and feeling completely &quot;out of it&quot; . I persevered hoping the effects would begin to subside but by the 5th day I had severe nausea, couldn&#039;t get out of bed from feeling so sick, horrible tinnitus (ringing in the ears) and felt spaced out to the point that I began to wonder if I would ever feel &quot;normal&quot; again. Advised by GP to cease immediately on hearing my side effects.",UNK
63,I had paragard for a year and a half and had cramping the whole time with terrible long heavy periods.  The last couple months I had it I was in so much pain I could hardly walk. Went to my doc and she said nothing seemed wrong.  Then the next day I went to the ER and had it removed. It had slipped a little and was causing a lot of discomfort. I will never get an IUD again. I&#039;m lucky I didn&#039;t need surgery like some women,UNK
64,"Pregabalin for me was miraculous. On the first dose (75mg three times a day) my anxiety was reversed. I really thought this was too good to be true. I have tried Prozac and lorazepam at different times of my life. But as is commonly known, after the fourth or fifth trial of SSRIs, they &quot;peter out&quot; and actually become counter productive, even in some cases causing serotonin syndrome. But about two years ago, I was in a very stressful marriage break-up and was taking benzodiazepines to keep the lid on the anxiety, with little effect. The GP respected my wish to try Lyrica. I was and still am, after two years, astounded by this transformation. I feel like I always felt I should feel. A cessation of anxiety and a sense of well being pervades. ",UNK
65,"I just started taking this birth control about 12 days ago when I started my period, and I&#039;m still bleeding as if I&#039;m still on my period. The flow is light however the length of my average period is 2 weeks when I wasn&#039;t on birth control. So maybe the medication is altering my system %u2026I do feel nauseous and I crave like crazy. I do feel a little depressed because my period isn&#039;t gone yet but overall it 
seems to be a good birth control so far. ",UNK
66,I have severe scar tissue and adhesions from mutiple surgeries and the pain was intense it is in my pelvic area. I fill like I&#039;m having a bad cycle every day and walking intensifies the pain this is a every day feeling. My doctor tried me on Ultram and it has been a God send. I take it three times a day. Without it it would be hard to walk so I give it a 10 thank you.,UNK
67,"I was first prescribed Effexor 13 years ago and was taking 225 mg. I was on it for a few years and stopped taking when I was pregnant with my first child. I was put on Paxil (gained so much weight) and then Zoloft. I took the Zoloft off and on for years until it just wasn&#039;t working for me anymore. I was then put on Welbutrin while still taking 25mg of Zoloft. I quit smoking (had no desire to smoke) but then became suicidal. My doctor then put me back on Effexor and I currently only take 75 mg. I feel amazing. Yeah the side effects are bad, I&#039;ve gained weight (lost weight the first time I was on it), have sexual side effects, and get quite shaky/jittery if I&#039;m late on a dose. But I&#039;m finally the mom I&#039;ve always wanted to be.",UNK
68,"Drank for thirty years, lost everything, struggled with benders for past 2 years after rehab, no hope. 3 months post Campral. 333mg per day. The only time I think about taking a drink is when I am thinking that I am not thinking of taking a drink. Truly feel it has had an anti-depressant effect for me. Sleep great and the only side effect is an occassional dizziness. Tell everyone you know struggling.",UNK
69,I took Effexor for the first and last time yesterday around 7:41 am . At first I couldn&#039;t feel my arms or face and then it felt like fire works were going off in my head . I yawned all day long and each time I did I felt like my own tongue was gagging me . The worst of it was around 3:45 am I woke up shaking uncontrollably falling over couldn&#039;t see straight it felt like I was being electrocuted it was to the point I either wanted to be knocked out or die . My husband found me shaking and rocking back and forth in our living room floor . This drug for me personally was horrific .,UNK
70,"Had unprotected sex near my ovulation date and freaked out so I went to go get the Plan B pill. Was $24 since my insurance covered some of it and had my boyfriend pay for it. I was really nauseous on and off, had headaches and was dizzy. I was REALLY tired too. My period came two weeks earlier and it was really bad. Had big blood clots, really heavy period. The cramps were terrible. It was an unpleasant experience. BUT no baby. So that&#039;s good. Really helped. Really wish guys would go through this too. It&#039;s really unfair all we women go through.",UNK
71,"I did not like this medication. For anxiety, I have also tried Hydroxyzine (Atarax). I guess this is just my personal body chemistry but I actually prefer Atarax to this unlike most people. This made me VERY lightheaded and dizzy. I can&#039;t exactly remember the effect it had on anxiety, I think it may have helped a little.",UNK
72,"Have been taking for over 20 years, works good for getting less migraines and even better, helps my tremors.  However, when I switched to try the generic, it did neither.  Now my insurance wants to make me pay a fee for not being able to use the generic. A fee that equals the list price of the medicine without insurance.  I can not afford to go from 100.00 copay for a 3 month supply to 1300.00 for the same amount.",UNK
73,"For uncontrolled nausea and vomiting that has been diagnosed as a migraine variant, the Phenergan suppository is the only medicine that works.  It put me to sleep and and helps to greatly lessen the nausea.  This medication works!  Getting a physician to understand the diagnosis is not always easy.",UNK
74,"So the cream itches and burns like anything. Only an hour into it but good grief.  I have coconut oil I previously bought specifically for my daughter&#039;s diaper rash, which I applied and is taking the edge off. Next time,  diflucan.  Ugh.",UNK
