,0,1
26,On our way back to California.  Tried Black Bear Diner in Emeryville last months. Same great and friendly service. Waffles pancakes and French toast were great!,UNK
27,"Great hotel.\n\nStaff was all super friendly and/or helpful. Upgraded to an executive room. The price was very far, and the room was big and clean.\n\nAlso, continental breakfast was included with the room.",UNK
28,I spend too much time here. AMAZING atmosphere and bartenders,UNK
29,Best mexican food by far in las Vegas. I love their veggie burrito and when ate mat the chimichanga couldn't be messed with. the food is sloppy yet organized and the portions could feed a lumberjack.,UNK
30,"Orange Blossom. Several of them. \n\nI love everything about this bar - friendly staff, 30+ craft brews on tap (plus 100s of bottles you can buy), and the food looks good too!",UNK
31,Secret Pizza is a must try in Vegas!! Just amazing greasy loving goodness.,UNK
32,What an amazing little place! Food is outstanding! Great dining experience! My husband and I celebrated our first wedding anniversary there and since then this restaurant is our favorite place,UNK
33,"The Angry Kimchi Fries were pretty delicious!  I don't really like sweet potatoes fries, but I liked the sweet potatoes fries with kimchi and egg.",UNK
34,"What don't they have? I'm never disappointed in this resturant. Nice atmosphere, great service, delicious food.",UNK
35,I LOVE this place! It's waitstaff is super sweet and attentive! Their dinner combos are more than enough!! I always get the sesame chicken and it is always delish!,UNK
36,"lime mint beef, sugar cane, bacon wrapped okra, red curry tofu with rice.\n\nall of it, awesome.\n\nactually; it was a love affair. we were sweating.",UNK
37,"This place always has great food and great service.  Last night I had the Basil chicken, Thai hot, which was very good.  I would eat here everyday if I could!",UNK
38,This place is great for families and large groups. Also great place for quick eats for lunch or dinner  They always have a variety of pizza on the buffet but if you do not see your favorite pizza they will make it for you.  The employees are always friendly and helpful at this location.,UNK
39,The food was pretty good and very reasonably priced. We had a couple sushi rolls with some chicken curry. Everything was solid and I'll be going back for sure.,UNK
40,I went here in July while visiting Arizona. Being vegetarian I had to check this place out. I ordered a large hummus. I was short on time but within 10-15 minutes received my food promptly with great customer service. I recommend this place.,UNK
41,Nothing to complain about here.  Quick service and the order was correct. A typical McDonalds and it was fairly clean.,UNK
42,I'm bumping up to 4.5 stars for the availability of ground ghost chilis...my mouth is watering as I type this. Nom!,UNK
43,Holy crap this mountain is rough. Made it to the top but now gotta go down. Don't need jabz leg class today,UNK
44,I can't comment on the food. We never got food or drinks or had a waitress acknowledge us after sitting there for 20 minutes. I won't be going back to try the food.  They blew it.,UNK
45,O.k BBQ ...we had sausage and BBQ sandwich as well as a burger they were all pretty good my favorite part of the meal was the bbq nacho for a appetizer ...,UNK
46,Great service! Prices were very reasonable and they were ALL so friendly!,UNK
47,"Food was decent, but way overpriced. Service was ok, but would have expected more. Unless we caught a groupon or received a large GC, we wouldn't go back.",UNK
48,The best show EVER!!!!,UNK
49,Oh jimmy johns...how I love thee. Let me count the ways...,UNK
50,I was very happy with my calamari taco. It had just the right amount of flavor and it was a nice break from more traditional seafood or Mexican. I'd probably go back next time I'm in Charlotte.,UNK
51,"The food is overpriced and not worth it and it's not a gaming bar. Can't usually find an open chair because non-gamers take them to watch tv, and there's no promotion for slot play. Seems like they could care less about your business.",UNK
52,"Jin Jin restaurant highly recommend, not that big, but the food are really good. We ordered orange chicken,Sichuan beef and seafood delight,which are all really good! Right choice to come!:)",UNK
53,Good beer and food!,UNK
54,Good breakfast sandwich!!!,UNK
55,"Take and bake sign was small and hard to see, out of towers , talked to staff about visiting nothing mentioned about cooking it, the establishment seemed to have some cooking facilities, but staff was no help, very poor questioner service.",UNK
56,"After the meal, I strongly suggest to try their deserts! Very creative and tasty!",UNK
57,Truly enjoyed thier food here.  Went with another family and got Parrillada De Tres Carnes.  I highly recommend- its now my favorite Mexican Restaurant in AZ.,UNK
58,Fair but not a four star salsa lacks a Mexican flare and the bean dip doesn't have much taste tortilla soup was fair ceasar salad okay dressing little thin,UNK
59,"Yummy!! The pizza is delish, the fried mushrooms heavenly, the carrot cake to die for and my family loves their wings!! I highly recommend!",UNK
60,"Great groomer, great pricing, they always go the extra mile. Our dogs doesn't play well with others but they always make her feel comfortable and take great care of her.",UNK
61,"Horrible service, whether busy or not.\nPizza is always limp, soggy or undercooked.\nBaked Tuna Sandwich is bitchin'.\nPizza Cookie is ok.\nGo to Scottsdale or Tempe location instead.",UNK
62,"There's a great selection of beers, and some decent bar food. All in all a little pricey,  but it's still a great experience.",UNK
63,"Unfortunate. I would recommend staying away from this place. The restaurant is not particularly clean, and the food is very sub par on many fronts; quality, taste and sitting time are a few points. Food from any mainstream fast good restaurant is about twice the quality.",UNK
64,"I used to live in Thailand, and this is one of my top choices when I'm on this side of the ocean. Friendly people and the most authentic Thai food I've found in Phoenix.",UNK
65,"All I ordered was onion rings.  What I got was barely heated frozen cardboard.  I asked for the check - waiter did not ask what was wrong, disappeared.  Paid check with cash, walked out.",UNK
66,Best FRESH Mexican food in the city!!!,UNK
67,"it was extremely loud and it took forever to get our food.  i'll try this place another time, but this visit wasn't up to par.",UNK
68,get newer seats. the seats ruin everything. so uncomfortable. its a nice idea having a home theater style for the public but the seats..,UNK
69,"Can't beat these prices anywhere in Vegas. I had the Earl club, and it was unlike any other sandwich I've ever had. Breads really soft but still crisp. Definitely a must if you're on a low budget.",UNK
70,"Poor customer service, and arrogant management. The cash registers also do not face to customer, so you cannot see the prices as they ring up the items, unless you go through the self check out lanes.",UNK
71,This place  reeks and they sell garbage. The only people I can see shopping in this dump are bohemian tree huggers who don't shower. The clothes are old and cruddy.,UNK
72,"Awesome pho, quick service and great staff.  The pho is about as good as I have had in Vegas or anywhere else.",UNK
73,"Great food, friendly atmosphere, gorgeous waitresses,  and excellent value meals! Breakfast menu is fabulous and I am now a regular customer. You have to try it!",UNK
74,"Awful pizza. Comparable to Sbarro's. Save yourself the time, money, and calories and go somewhere good.",UNK
75,"Great place!  I have been coming here after morning runs for years.  Coffee is always fresh, and they usually have a wonderful assortment of baked goods if you need something sweet.  The crowd is always friendly, and the service is stellar.",UNK
76,Horribly overpriced. $7 for 3 pack condoms lol?  Even in Scottsdale that's just not right. Go only if it's a dire emergency. Walgreens and Fry's nearby.,UNK
77,Very good delicious . Nice service fresh ingredients. Fair price. Good portions.\nDowntown Dan,UNK
78,Good massage and nice plunge pools but a bit pricey .,UNK
79,I would rate higher if they would just more than a .00001 inch thick slice of meat across the sandwich.  Subway is all bread and a total waste.  So many better places out there like Firehouse or Boardhouse!,UNK
80,Cannot believe how unhelpful and extremely rude the ladies were to me and other women here. They treat you like you're scum until you go to buy an expensive dress. Would never recommend this place to anyone looking for a nice dress shopping experience.,UNK
81,"What a show!  Great, crisp music and choreographed acrobatics.  Always something going on at multiple levels.  Sat in first row of 306 balcony section- more leg room for tall people and could see whole show without looking up.",UNK
82,I LOVE the orange sherbet! A couple of reviewers have mentioned that the flavors are more sweet which is my preference for fro yo. I have never been into tart fro yo.,UNK
83,"Good food, but I can't give it any higher than 3 stars because of the weird ass music the DJs play.",UNK
84,"We never see anyone eating here. We've eaten here a couple times (my kids like Pad Thai), and were always the only ones there. Food is below average.  It's a bit creepy being the only one's there at dinner time.",UNK
85,I can now said that I have been there. As a pawn shop its pretty boring. The prices are also high. I guess that comes from having a TV show. But I have to say the staff was nice.,UNK
86,"Love this place! Menu is huge and can make everyone in your group happy. Gluten free menu is awesome! Sports always on the TVs. \n\nGreat wine, beer, and craft beer selection.",UNK
87,"Beautiful, awesome, exciting, fantastic and wonderful scenery. This was the first stop on the club crawl tour. The music was great and did I mention how awesome the scenery is. Clean bathrooms and friendly club staff.",UNK
88,Everything was wonderful! However this isn't the best kept seceret anymore. hour wait min. so get in early!!,UNK
89,I'm not sure how you can call your place an English pub when you don't serve English beers. Bud light isn't an English beer. On top of it all the food was just ok. My advice pick another place to eat.,UNK
90,"Greek food was amazing! Wonderful service and help with exciting choices on the menu. Not elegant--authentic, affordable. Highly recommend, wish we could have returned before leaving Mesa!",UNK
91,The only good food I ever get are medium wings. I find that any Long Wong are the same and always enjoyed.   I have tried other items that I felt were poor.,UNK
92,Great service and tasty food.  YUM YUM YUM!,UNK
93,Life changing.  I literally cried.  I went in a bit tipsy and came out sober and awe struck.  Simply unbelievable.  Worth every penny.  Doesn't even need a story line for what these people are accomplishing in this show.,UNK
94,Love this place. This stop is a must on my way to work. Just wish there was one closer to my house.,UNK
95,"What can I say, awesome, probably one of the best pizza's I have ever had.",UNK
96,douche bag / meat head / christian audi gay / rhinstone / silver and gold foil all over my shirt / affliction / mr everyone is into mma / fuckin mo hawk / capital v neck central !!!!!!!,UNK
97,Poorly organized for a buffet.  People lined up like cattle in one long line for prime rib and seafood ie crab legs.  Food ok not awesome; question the $51 price.,UNK
98,"Way overpriced for shelf/canned food. Worst they don't even tell you that they charge extra for chips, guacamole, refills.",UNK
99,"Underwhelming gyro. There are french fries with it? First question: why? Second question: why are they not any good? I will say one good thing, it was cheap, and I didn't leave hungry.",UNK
100,Outstanding donuts.  The regular donuts are much better than Dunkin or Krispy Kreme.  The cake donuts are about the same.  Definitely our new go-to donut place!,UNK
101,we just went there to stay last night and when we checked in the hotel was under construction. It was a mess and we ended up leaving to stay somewhere else.,UNK
102,This is by far the best place to purchase anything for your home.  They have excellent customer service and not pushy sales people.,UNK
103,"Fresh, cheap & delicious. I wanna try everything!\nEasy to get to from the Metro and there's a lot of delicious pastries to try.",UNK
104,"The food is really great, but the prices are a little high. It can be a little pricey when you're ordering for more than one person other than that great place.",UNK
105,It's a stupid name but this spot was really good. Both the streaks and the sides were wonderful. Good service. Stylish place. Pleasantly surprised.,UNK
106,Had their pizza last night for my sons sleepover. None of the kids ate it and complained that it tasted metallic. It was indeed pretty horrible even for $5.99 per medium. We will never go near the place again.,UNK
107,"Great change of pace fast food, creative hot dogs, burgers. I'm full and very satisfied.",UNK
108,2nd time here in a week  The Chencho Fries & a Double Cheese burger !!!!,UNK
109,"Fantastic service did exactly as they said they would, and even gave a follow up call.  Mike is a great guy great to work with and most importantly the car is as good as new.",UNK
110,"Good BBQ I personally like meat serve without sauce, and this is exactly what they do, together with soft moist meat it is  great place for quick lunch (except lines ) but its actually best advertisement",UNK
111,First time there our server Reese was great she admitted she was new but she was very knowledgeable about the menu and specials been back twice since then but not the same service because we didn't have Reese gonna request her always,UNK
112,the crust is the best and i prefer to make my own pizza combinations as some on the menu are a bit non traditional for my taste.  the place tends to be loud however on weekends,UNK
113,Good New York style slices. Great for a quick lunch!,UNK
114,Worst service ever! Waited ten min to be greeted was never offered wine or dessert! Never received refills on drinks bread sticks etc took our server 10 min to come and check on us! Will never return to this location!!!!!!!!!!!,UNK
115,"Ads on tv brag about all the cheese and quality toppings.  What a joke.  They were fast and the counter lady very pleasant.  I would actually pay more for better ingredients.  But it will but not here.  They were not busy, wonder why.",UNK
116,Excellent Bloody Mary with extra spice to kick it up. Had the breakfast burro which was excellent as well.,UNK
117,"I am updating this review rating as the General Manager contacted me directly, so am appreciative of the outreach. Has anyone else tried? Let me know if I was way out of line with my review.",UNK
118,Personally I hate this location but sometimes I join others who go to this one. EVERY TIME I order spicy garlic wings it comes out tasting different I have no clue why and that is the reason I hate this location.,UNK
119,Sushi is decent but rest of the food is so so.,UNK
120,I got a great French manicure there! From out of town and kind of stumbled on it. Kinda nervous to do that but was definitely satisfied. Will go back whenever I can!,UNK
121,"It was alright. I set my expectations too high for my first time. It was good ice cream, just not what I expected. The employee that helped me was annoyed, but when I asked for help, she just looked at me. We'll see if I come back.",UNK
122,"Great food. Really great pizza.  My Italian friends eat here.\n\n If you are a Domino's person, this is not for you.",UNK
123,"Great service, good price and excellent food recommend you go here especially if you live close to this location. I go at least, 3 times a week and have never been disappointed.",UNK
124,Hands down my favorite Mexican restaurant in Vegas. The Service is always excellent. Food always fresh. I really have nothing bad to say about this place. Each time I always received the best food and service.,UNK
125,Just wanted to make sure their bad ratings stuck.  Terrible. I switched to Cox. Night and day difference. Won't be long be this place is out of business or bought out.,UNK
126,Decent food. Great location. Friendly service. Good booze. Simple menu.  Attractive patrons. Clean bathrooms. \n\nA good place to go if all the other restaurants in the Scottsdale Quarter are full with a long wait.,UNK
127,"I ate hear and the waitresses were cute but looked like they were on strung out on meth. The burger was good for the first 2 bites then the taste became very monotonous, I would not go here again.",UNK
128,"I took my two a bit difficult German shepherds in for a bath and nails and they did a great job. They also said my dogs behaved well. I'm sure they lied, but it made me feel good.",UNK
129,"Grandson loves the large burgers but I won,t go there unless we have a 2 for 1 coupon which they seem to publish often.",UNK
130,"Had a nice brunch on the patio.  Decor, servers and food were all spot on.  Menu had a good selection and food was very tasty.",UNK
131,"Every time I turn around, Charlotte surprises me with another gem; this place is cool!!  Def a bar atmosphere, but they have a really awesome patio.  Great food & even better beer selection; I love how they list their top-shelf booze!",UNK
132,When you go to bar you want a drink right?  Well what do you drink?  They have it. Hands down best beer/drink selection around. Staff members go above and beyond for any customer.,UNK
133,the only thing keeping me from raging on the employees right now is the insert of bread they  give you with your sandwich. enjoy over paying for a worse version of jimmy johns. dont come here.,UNK
134,"Prices pretty standard, ribs were tender but not very tasty, like they had been cooked on the stove not barbequed.  Relied on the sauce.  Staff was friendly, service quick.",UNK
135,"Perfect take out. Food tastes great. the mango chutney and all chicken dishes are to die for. Friendly people, great portions. Little oily sometimes tho.",UNK
136,This place has the special combination of spirit and good food. Great ingredients prepared very well and delivered with gusto . The place is also relaxed and conducive to casual chat and meeting new people. Will return another day.,UNK
137,Yummy chili cheese fries! mmmm!!!\n\nThe original burger was good too.\n\nNothing more to say though... this location tastes as good as any other Johnny Rockets.,UNK
138,"Food wasn't bad, but the service and price were. It shouldn't take 30 minutes and $16 to get a cheeseburger... seriously. I know it's part of a tourist resort, but come on... $4 soft drinks?",UNK
139,Just got back from the biggest waste of time and money I've experienced in a while. I pad nearly $50 for absolutely nothing to be done to my hands or toes. Don't waste your time here unless you want to leave with nothing more than an uneven paint job.,UNK
140,Best.pickles.ever!  The black bean dip is the best I've ever had as well.  Has a smoky/bbq-like taste.,UNK
141,Spent $140 on a mediocre meal.  My steak was not done right and was very tough on the outside.  Service was so-so.  I've had better steaks at Texas Roadhouse.,UNK
142,"Same story as everybody else. Waiting in a really long line, and only 2 attendants. They must not care too much about customer service around here.",UNK
143,Bar is okay and the atmosphere is nice.  Food is below average and pricey. Our food was cold and when we commented on that the sever didn't seem to care.,UNK
144,This place is a joke. Slow service cold food and it's like they took courses in airline catering out back. Beware. 5 star raters are from Midwest,UNK
145,"I revisited Wicked Spoon.  Sadly, although the service met my expectations, but the food was cold and seafood wasn't fresh.  Perhaps I came at the wrong time?  It costed too much not to be satisfied.",UNK
146,"The flavors and topping choices were great. If you control your pour and topping choices it is very affordable.  Beware, they have very large bowls to encourage you to take more than you really need.",UNK
147,Nice enough diner to have within casino... Pretty good menu similar to Cheesecake Factory...,UNK
148,"Really hoped for more. Not worth the extra dollars. Love the Mon Ami Gabi restaurant, but the hotel just didn't live up to my hopes.",UNK
149,"We received some mini bundt cakes from Nothing Bundt Cakes as a gift. The small size made them very cute, and the cake was moist, rich, and indulgent.",UNK
150,Solid Pizza at a fair price.\n\nI get this for work a lot and have found the quality to be consistent.  It's not the greatest pie ever but for the price it's good and the pies area good size.,UNK
151,First time in Vegas and this was an amazing restaurant half a year later craving it again. This is a trip making restaurant anything is good on the menu highly recommended.,UNK
152,Horrible service.  We went here after the opening party of Michael Jackson's show of Cirque.  Out of two bottles of wine we ordered.  Service took FOREVER!  Won't go back here,UNK
153,"Usually a SRO place on Friday night. We found the food to be quite typical TexMex, no zing for the palette. But hey, the view is great.",UNK
154,I love this place.  The waitresses are very attentive and the food is excellent with bountiful flavor.  I always get the pechuga asada but I have had several other selections.  All were excellent.  One of my top 5 places to eat in Phoenix.,UNK
155,The actual threading and price I would give 5 stars. The service and friendliness were definitely lacking. I called from a block away to ask if there was a wait. They said no. Showed up 1.5 minutes later and there were 8 people waiting. No acknowledgement upon arrival.,UNK
156,"Food is mediocre but the popcorn is awful. This is the only theatre that serves extremely salty popcorn. How do they manage to ruin popcorn?? Servers are a mixed bag. Few are good, others are sleepy. Don't go here for the food.",UNK
157,"For the amount of money I spend in this location I demand respect. These workers are rude, down right jack asses ( that's a donkey) I can not believe the way they treat people.",UNK
158,Good 50 ' s diner great food even late night. Fresh rolls on the Philly cheese steak.  Fries are nice golden brown.  That strawberry milk shake was not to sweet. It was just right.,UNK
159,Place has terrible parking.,UNK
160,"Good steak and wine, sat at the bar for a mandate",UNK
161,This is a great Pilates studio! I came on a groupon and chose to stay. The classes and teachers are great. You won't be disappointed I'd recommend this studio to everyone.,UNK
162,It was fine.  Most anything tastes good in butter.,UNK
163,"Place was not clean- tables were dirty, bathrooms were horrible. Too close for comfort at the lanes when bowling next to another family.",UNK
164,"The asada tacos are so good! The best I've had in Vegas. Just order them the way they come. Only $2 each, and the service was super quick even though they were really busy.",UNK
165,Ask for Kym.  Enough said.,UNK
166,Just alright.   BTW they did not honor the 20% off yelp deal either.,UNK
167,"For what people say about this place, I just don't see it.  I tried it and will not be back.  Too expensive for what is offered.  The wait is way too long and it didn't taste that great.  I would pick subway every day over this place.",UNK
168,I eat here a couple times a month.  Their steak potato and cheese burrito is my favorite.  I've also had the green chile burrito that is really good.  Always fast service and it's all for a good price.  This place is defiantly worth trying out.,UNK
169,Just walked out!  My son and I sat on the patio for over 10 minutes with NO service. I had to walk back into the building to get someone's attention. I have never had a good experience with Ihop and now I will never go back. I am forever boycotting Ihop!,UNK
170,"Heads up! Get to this place early if you want to eat there special.\n\n5 stars for great tasting food, minus 2 for and an unfriendly hostess.",UNK
171,"Service was ok and food wasn't any better.  The Orange chicken was ok, however the egg drop soup and fried rice left a lot to be desired.  Price is pretty good for a big lunch.  I don't think I'll be returning.",UNK
172,"This little charming BYOW had the best food I have ever tasted. I recommended this place to all of my friends who want to impress their first date. Service is great, and it's not that expensive for the quality of the food.",UNK
173,They are closing this location which is no loss. The service is horrible. I like grimaldis but this one sucks. Try the one at santan mall. Doesn't matter I suppose since this one closes in 2 days.,UNK
174,"Great resort for families. All the excitement of Vegas, without the casino.",UNK
175,Great inexpensive place.,UNK
176,Daughter loves the windmill. I love it isn't super crowded and has great shade,UNK
177,"Here for happy hour, it's mediocre at best. The cocktails are way to sweet.  The shrimp tempura roll was cold and soggy.  The gyoza were okay but only luke warm.  The pacific roll was good and the service was friendly.",UNK
178,"Terrible customer service ! Learn from your other stores  and Sweetheart you are an \""employee \"" not the owner",UNK
179,"The best place in town as far as I'm concerned! Peter is exceptional place is spotless, quiet and professional",UNK
180,It's getting better as the new owners remodel and get in some new tenants.,UNK
181,"great food, incredible portions.  they also have a healthy breakfast menu, which is great.\n\nlove their salads and happy hour menu.   Probably my favorite breakfast place.  Great french fries.\n\nwheat pancakes with fruit are incredible.",UNK
182,"Good, cheap, fast, and a bit messy eat for a quick lunch. The pork is very tender served piping hot with soft hot buns. Definitely recommend stopping by at some point if you're in Edinburgh for the festival.",UNK
183,"Probably my favorite brunch in Pittsburgh. The lemon ricotta pancakes are just wonderful, and the prosciutto and goat cheese omelet is fantastic. Often rather crowded, especially in the winter, but absolutely worth the wait!",UNK
184,"MIX 94.1 use to be my favorite radio station in Las Vegas, and then 107.9 came around. They play the best music and few commercials... and they do have awesome events!",UNK
185,The rest room smells bad big time! They really should do something about the smell.\n\nEverything was delish as usual!,UNK
186,I ran across this on my way to starbucks and was delightfully pleased! The crepes are just amazing - the best I've had since living in France!! The service was great and I would recommend this shop to everyone!,UNK
187,"While their sandwiches are tasty, there's just not enough for the price.  It's crowded and just not worth it when Quizno's and Subway are throwing $5 footlongs at your feet.",UNK
188,Terrible location. Dirty. When I went the owners children were in the kitchen eating and running around. Got home to find a toothpick cooked into my rolled taco. Got a refund but still very disgusted. I drive a little extra to go to a cleaner location.,UNK
189,They call people on the DO NOT CALL list.,UNK
190,"If you have Jodi Arias work schedule from Jan 2008, you should get them to Juan Martinez at the Mesa, AZ prosecutor office.   Justice for Travis",UNK
191,"The food was decent but not warm or hot at all. They charge you for things and don't tell you about it beforehand. The service is poor, you have to call them for service.",UNK
192,"Large portions, breakfast and the rest, 24hrs. Nice service moderately expensive. A New Jersey Diner transplanted on LV Blvd, but this one's in better condition.",UNK
193,We went here for a couple beers while in town for a concert. We ordered mozarella sticks and they arrived before we even had our first drink. The service was extremely slow and I don't care for half naked women. Maybe that is just me . . . .,UNK
194,Dont ever Fly US Airways to Hawaii. The Flight Attendants were rude and very unpleasant. Spend the Extra and Fly Hawaiian Airline.,UNK
195,"All I can say is \""disappointed\""!\nSmall over priced portions, and just so so. \nI won't be back. \nTry pizza rock, better pizza, larger portions, and cost less",UNK
196,I give this location no stars cuz they are horrible at there job took them 15 min to make a latte and my girlfriends iced coffee taste horrible!,UNK
197,"Just as good as you would expect. If you're in Vegas, you have to pay the Wockeez a visit!",UNK
198,Easy to make a appointment and really takes the time to get to know your issues and work on a solution that will get you back on your feet and not just coming back to him for more.  I trust him in and his knowledge.,UNK
199,I went here with 2 of my friends. It is clean and service was good but the food was disgusting. We all got different dishes and none of liked it. My sauce tasted like it was chef boyardee canned sauce. Would not recommend this place if you have taste buds.,UNK
200,Vig Uptown\nTwo comments:\nToo many lawyers and 60+ Cougars.\nAt least the cougars at Vig Arcadia are hot and 30-40.\nWhat can you expect on this side of town though....?,UNK
201,We loved our breakfast here. So fresh and flavorful! Coffee was excellent and that's coming from a NY coffee snob.,UNK
202,"What a great place. Fresh and healthy food and a wonderful atmosphere. I have eaten there 4 times in the last month and each thing i get is awesome. I hear they are adding new items all the time and always open for suggestions. Come on, help a small business out!",UNK
203,"I loved this place! Friends of ours took us here and the first thing I noticed was that it was clean, which is always a bonus. The women was very nice and the food was great. It tasted very fresh! Would make the extra 15 minute drive to pick this up!",UNK
204,aloha:\ngreat place great coffee  aaa+++\nnice folks\nvery high speed wi fi and wire,UNK
205,I used to love this place before the new changes   way too many onions in my salad and loved the fact that they used white American cheese now its just so so ...meh if its not broken don't fix it,UNK
206,"Last time I had Greek food that tasted this good I was at Taverna Katina in  Oia Santorini!\n\nHowever, this place is VERY expensive.",UNK
207,I have always loved this place.  Now even more since Tommy has become our favorite waiter!  Definitely ask for him.,UNK
208,Yes as good as it gets! Fantastico! Fabuloso!,UNK
209,You have to try the kool salad is huge and really good but you can't go to LOLO and not try at least one piece of chicken is well done and good size pieces. ohh n of course you got get koolaid.,UNK
210,"This place is kind of gross, however it hits the spot when you may be craving greasy mexican food that is cheap.  Stay away from the guacamole though as it is pretty gross.",UNK
211,Not as good today.  Service was not great and eggs and meat were overcooked.   Quality is slipping,UNK
212,Not impressed by this place! The whole place is ran by a bunch of teenagers who just dont care. Blizzards are lacking ingredients and not mixed well. Orders get mixed up and you end up with the wrong blizzard. I love DQ but I wont go back here.,UNK
213,Best store ever!  Service is wonderful.  Staff was so helpful  I would highly recommend Sole Sports to anyone.  Excellent!!  Awesome!!,UNK
214,The food inside victory cafe in the cannery is horrible ! Low quality food!,UNK
215,"Food is ok, service is hit or miss! Beef jerky us my favorite dish. Thai tea is not my favorite",UNK
216,"This place has great prices and a neat set up but it's always crowded and has a VERY heavy police presence. Now, I'm all for safety but I don't particularly enjoy feeling like a prisoner when downing drinks and playing darts. So three stars it is.",UNK
217,We love the popcorn here. Sometimes the picture isn't the greatest for the theater but overall we love to go here and get rewarded for our movie going so that is fun.,UNK
218,I love this place. Had a great lunch and watch Sex in the City here. It was a really good experience. I look forward to going back!,UNK
219,It's nice to see all the old signs. Learned more than I wanted to know about sign making. The tour guide was very informative.,UNK
220,"The hotel is Wonderful but when I went to their mc Donalds in the food court the managers were very rude, some of the employees were nice, food was ok, no $1 drinks though and only 1 refill",UNK
221,"Duke's is as bland as it gets:  boring beer selection, soggy pizza, zero atmosphere.  It is far more interesting to sit on your couch with a 7-up and a poached egg watching a Yule Log video than it is to visit Duke's Pub and Pizza.",UNK
222,The service of our waitress was very rude and not professional.  Sat for 20min never came back to take our order. Food didn't taste good. It was too salty.,UNK
223,"The check receptionist was \""OK\"", The check out receptionist was much more welcoming. The nurse was great and Jennae Porter PA-C was awesome! Would def refer and I plan on making this my Derm place!",UNK
224,"This is always a good place to go with family,  love the Royal hamburger and endless fries my daughter loves the mac and cheese",UNK
225,Mediocre for the price.,UNK
226,Go to the very bottom where is let's you see reviews that are not recommended. Those are the most truthful. DO NOT MOVE HERE FOR ANY REASON.,UNK
227,Some good sights seeing while at the stadium. Good view from where ever you sit. Had a great time inside and out during the recent Sevens Rugby tournament festivities. But it is old and outdated. OK at best. They should level it and put just off the strip.,UNK
228,"Beautiful venue. The ales are not my favorite though. Fortunately their machine is in place. If they start brewing smoother, hoppier IPAs and richer, bold Stouts, they could really make a big impact. They seem very popular nonetheless.",UNK
229,The place looks like a lot of fun. The food is above average for bar food. The patio and the outdoor stage make this place look like a lot of fun,UNK
