,0,1
44,My hay fever has been bad this season. Nasonex has been awesome.,UNK
45,"Works awesome, put me back on my feet in 2 days. I didn&#039;t experience any side effects. The only bad part was the price.",UNK
46,"It took six months to my skin to get clear. The first 4 months were the worst, but now, I don",UNK
47,Powerful.,UNK
48,I was very pleased with the effectiveness and mild side effects I got from 50mg of Viagra! Works within 30mins and lasts for hours.,UNK
49,"This is a good medication to take for pain, when you can acquire it. Right now it is rather difficult to get my prescriptions filled. ",UNK
50,Hot flashes completely gone in less than 2 weeks. Works great.,UNK
51,Great antibiotic to treat my Upper Respiratory Infection.,UNK
52,It works,UNK
53,"Methadone saved me from heavy drinking ,pills and realy bad depression. It has taken care of three problems I have been fighting with for years. ",UNK
54,I have been on saxenda for 4 weeks now and have lost 8 pounds!,UNK
55,This medicine is the only one that lets me function with little to no side effects.,UNK
56,I gained 100 lbs but slept well and felt mentally ok,UNK
57,Works great for me. No side effects.,UNK
58,Tried most acid relievers and Protonix worked by far the best. Thank you Protonix.,UNK
59,Love this med! Nothing else works to stop my nose from running all day.,UNK
60,Works every time within one hour. Insurance only allows 8 per month - sometimes not enough.,UNK
61,"Good medicine. I&#039;m allergic to Lamictal so this is my best option, Depakote causes constant depression.",UNK
62,It works great for me. Took time to work. With relaxing and staying away from chemicals it worked.,UNK
63,If your stomach can tolerate this it is great for arthritis. I have taken for over 20 years. Everytime I try anything else I end up in pain.,UNK
64,Elavil helped immediately.,UNK
65,"Kept me calm and less stressed and less 
irritable.",UNK
66,Finally a drug that works for my depression.,UNK
67,This has helped my mom along with gabapentin for her disc problems. ,UNK
68,This is far superior to hydromorphone for controlling muscle spasticity.,UNK
69,The only medication that stops my paralyzing panic attacks. Generally works within 10 minutes. Side effects are non-existent.,UNK
70,Works great. ,UNK
71,Seems to be the only thing that helps since Bextra was taken off the market.,UNK
72,"My Tyiglycerids were over 400.  One year later they are down to 112. 

HdL 35 LDL 66",UNK
73,It helps 70 percent,UNK
74,"I had an easy insertion experience, have not yet experienced a negative side effect caused by Mirena, and am overall pleased with this birth control method.",UNK
75,"I&#039;ve had no problem taknig this med, but recently find that I need something stronger.  Any suggestions",UNK
76,This takes all the pain out of my neck and back,UNK
77,"Good part, no pain!!! Taste nasty, well you can&#039;t have it all",UNK
78,Have diarrhea related irritable bowel syndrome and Librax CHANGED my life. The doctor who connected me with this is my angel.,UNK
79,Xanax helps me cope with life. I live a pore life it gives me the nerve to do things I wouldn&#039;t do.,UNK
80,HORRIBLE went from 127 to 145 got off the pill. Lost the weight very quickly off! Makes you bloated and crazy!,UNK
81,"Had to stop taking due to severe insomnia. Stopped taking and still did not sleep for four days. Worked great on my breathing problems,",UNK
82,It works that is all I can tell you it is just that it works.,UNK
83,Very satisfied with this drug. PSA dropped from 40 to 15 in 3 months. No side effects noticed.,UNK
84,I feel nice and have no worries. My days are better with Klonopin.,UNK
85,Love it. Worked the first time,UNK
86,Helps me a lot.,UNK
87,Severe neck and back pain.,UNK
88,changed my life. i highly recommend this medication. it works!,UNK
89,Had relief on day 2.  Congestion cleared up enough so that my ears finally popped.  Only side effect may have been nausea while running.,UNK
90,Probably one of the BEST medications for insomnia..its a shame its rarely prescribed anymore.,UNK
91,Works great and fast.  Very expensive.,UNK
92,Excellent results.,UNK
93,Still had urge to cough didn&#039;t work at all,UNK
94,t4 only kept me sick for decades!,UNK
95,"Great med, but it always makes my lip swell and crack.....but the furuncle was gone!",UNK
96,Fantastic drugs. Lost a lot of weight with no side effects.,UNK
97,Great for Post traumatic stress disorder symptoms.,UNK
98,Zelnorm is the only medication that worked for my IBS.  I am on other medications and I am having a lot of problems,UNK
99,"sever headaches and nausea. 
Awaiting the phone call from my doctor to get me off it!",UNK
100,It works.,UNK
101,This medicine was great for sleeping. It was the best that I ever had because I have sleeping problems. Rate it as a 10.,UNK
102,"Severe muscle and joint pain, and chest pain.",UNK
103,This caused severe headaches sore breast and emotional outbursts. Rather have flushes,UNK
104,"Very effective medication, not quite as long lasting as similar ones, but very effective.",UNK
105,I took this medicine the 8 mg sample. It stopped me from urinating all day and had to have a catheter in E.R to drain the bladder.,UNK
106,Fever chills fatigue headache pounding heartbeat chest pains and ached all over- I will never take this again!,UNK
107,"Its a great cream but, every morning I have to peel my skin?...my acne was fine with in an month.",UNK
108,"No problems at all. I eat them with aspirin, and it helps my migraine almost every time.",UNK
109,"The diarrhea out ways any of the benefits to this medication.  Horrible, just horrible.",UNK
110,Taken in combination with a stool softener. Long term daily use.,UNK
111,"Just made it bigger and it started to bleed. Day 5 and no relief in sight. waste of time and money,  I just hope it did not cause more damage.",UNK
112,"had severe anxiety attack, was given by the ER. one 1mg did the trick. my pshyciatrist gave me 10 more to use in emergency.",UNK
113,Never have a period or symptoms of a period! LOVE IT!,UNK
114,Joint stiffness is worth it.,UNK
115,I love this stuff. It works wonders. ,UNK
116,Was the only drug that was effective,UNK
117,Has not helped me and the side effects are rough.,UNK
118,Finally found mixed with Buspar to be effective at 4 mg a day for severe anxiety and panic attacks. ,UNK
119,This medication is NOT effective....why...because it can&#039;t work if no one can afford it!,UNK
120,Medicine good.too much sleep. how do you stop sleeping,UNK
121,"Use it for back pain. Better than codeine, does not work as well as Norco.",UNK
122,Very good.,UNK
123,It worked great for me!  I took my first pill on Friday night and the pain was gone when I woke up on Saturday morning.  What a relief!,UNK
124,I think amitiza made me more constipated and I look pregnant all the time. Hate it.,UNK
125,"Works great at 1000mg.  No hangover, solid sleep.",UNK
126,"Did not cure bacterial vaginosis, but did cause concurrent yeast infection. ",UNK
127,"Sores on lip and chin, also randomly on head and body, mouth swollen and so mucheck pain throbbing, aching and weakness throughout body",UNK
128,"Did not cure bacterial vaginosis, but did cause concurrent yeast infection. ",UNK
129,Its been around forever but it works well.,UNK
130,This medication works well for me. I do construction lifting and so on.,UNK
131,"HIV viral load of 138,000 in June 2013, undetectable in September 2013.",UNK
132,Helps me for depression. Now I am off Xanax and Xanax XR. ,UNK
133,I always used used to get pimples before. Now I seriously never even get one pimple. This really works.,UNK
134,I have a slipped disc and they gave me toradol in the hospital and it did not help at all,UNK
135,I have used lysine over 36 years. It has always helped for my cold sores,UNK
136,Best lotion on the market for dry skin.,UNK
137,"Been taking this drug for 9 months w/o side effects. Sugar levels dropping, and having gradual weight loss.",UNK
138,"Works great, works almost instantly.",UNK
139,My ear problem went away in one day.,UNK
140,If you ever use this you are just asking to torture yourself. The monistat itches and burns more than the actual yeast infection I do not recommend this to anyone,UNK
141,It cleared up my psoriasis completely. The only drawback is that I built up a tolerance to it and it became ineffective after about 3 or 4 years of use.,UNK
142,Worked great on my lower back pain!,UNK
143,I think this medication works well for anxiety. It only works average for depression.,UNK
144,I developed memory loss.,UNK
145,Have taken pills for 12 days without result.  Had lots of hope.....slowly fading away! $208.00 should have do better.....,UNK
146,"This medicine has worked wonders, with my congestive heart failure, high blood pressure and atrial fibrillation.",UNK
147,Unfortunately they didn&#039;t work at all for my hot flushes ,UNK
148,no relief worthless,UNK
149,"It helped my depression tremendously, but lost its effectiveness within 5 years.",UNK
150,"Very effective when used twice a day for nasal congestion, runny nose, sneezing and seasonal allergies.",UNK
151,I was becoming very paranoid for no reason at all and in fact I felt I was justified!  This takes all that away and helps me sleep at night too.,UNK
152,experienced cramps 4 days leading up to getting my period but it came two days early. super thankful for this pill.,UNK
153,I have been in and out of an addiction until this. I take one a day and am amazed by the feeling of not wanting opiates. ,UNK
154,"This drug is pretty long lasting. It lasts longer than most. Is effective for insomnia but I found it left an odd taste in my mouth, bitter and unpleasant.",UNK
155,Did absolutely nothing for me. Even on the highest dose 70 mg. now taking Adderall 30 mg 2xday. Works only minimally. Now what.,UNK
156,I had a gastric bypass and used this medicine and it works. The taste is bad but it is well worth it. I give it 2 thumbs up.,UNK
157,"This is the only medicine that helped take care of the symptoms I had from Fibromyalgia, with no side effects",UNK
158,Excellent product. It does not burn the nose. It does not irritate the nose and make it run.,UNK
159,"No weight gain, easier periods, less bloating. Everything good while still having the cycle.",UNK
160,I got this in Greece cause of my terrible reaction of the mosquitos. It helped me right away.,UNK
161,Haven&#039;t been hospitalized since I started taking it. But I did gain a little weight.,UNK
162,I wish it didn&#039;t have to be so expensive. It gave me instant relief. ,UNK
163,I took chantix 3 year&#039;s ago and it was the best thing I feel so much better,UNK
164,I&#039;d get a mild headache within fifteen minutes of taking this and the intensity of the pain depended on the dosage.,UNK
165,This medication has truly made a huge difference in my mood swings. I am forever grateful.,UNK
166,Not the drug for me. It made me very jittery. Restless legs +++.,UNK
167,"Wait three to six months before jumping to conclusions about this pill. 
I highly recommend taking it. It cleared up my skin like crazy!!!",UNK
168,"I took this medication for about two months, and it did not relieve any of my symptoms, and it gave me headaches.",UNK
169,I recently had my third infusion and I always have more energy after.  My walking and balance also becomes better.  I have no side effects and am very happy.,UNK
170,"Granddaughter in hospital thanks to this, everyone do the research",UNK
171,Helped tremendously with migraine and tension headaches!!!,UNK
172,Ultram worked very well with no bad side effects for postoperative pain.,UNK
173,Tried other medicines for this condition and nothing helped. I used Halobetasol Propionate 0.05% Cream and it cleared in two days.,UNK
174,Using for over 5 yrs.  great for depression and feeling energetic.,UNK
175,Great.,UNK
176,"Slight sting but then cool sensation with immediate relief, almost like moisture drops to dry eyes",UNK
177,It works extremely well but when they say cramp free that&#039;s a lie :(,UNK
178,Lost 8 pounds in the first five days!,UNK
179,Excellent!,UNK
180,After two days my sight was restored. It was terrific except it did not last more than a few weeks. Had the same experience with Eylea.,UNK
181,Works well.,UNK
182,"For a severely abscessed tooth this pain killer worked great. The side effects were sweats, nagging headache, and constipation.",UNK
183,Abnormal bleeding all month long and severe mood swings.  I&#039;m switching after trying this for two months.,UNK
184,It does stuff I never thought meds would do.  It has made corrections to my perceptions and how I look at things and my racing thoughts,UNK
185,"Love it, it helps ease my severe neck pain, haven&#039;t had any side effects yet.",UNK
186,The best product. I will recommend this. My advice is to have patience with it and your acne will disappear.,UNK
187,Works very well for my chronic panic disorder.  Better than Xanax as it provides a lower dose but consistent treatment.  I&#039;d highly recommend it.,UNK
188,I feel a positive response of this medicine.,UNK
189,"Following 4 years of neck pain my neurologist finally prescribed tramadol, pain relief is so nice. I can enjoy my life again.",UNK
190,Mylan Estrodial .01 patches caused a rash (allergy) ,UNK
191,I tried no less than 10 muscle relaxers for Fibromyalgia.  This one was the only one that did the trick and left me with zero side effects.,UNK
192,Excellent cleared all symtoms in 24hours,UNK
193,I was on this medication via a pump for 31 weeks while being pregnant and it was the only medication that worked.,UNK
194,Very ineffective. Caused me to have a racing heart not sleep and to feel depressed and anxious the next day. Don&#039;t recommend,UNK
195,I experienced coughing and muscle pain.,UNK
196,The only side effect I&#039;ve experienced is sleeplessness.,UNK
197,I was prescribed this by my doctor to take twice daily. It has helped but I worry about long term use. I have been using it for 2 or 3 years now.,UNK
198,Lryica works well keeping the numbness and tingling to a tolerable level,UNK
199,It has helped my sleep immensely. I don&#039;t leave home without it ever.,UNK
200,Works fast and is best thing that I have tried for my panic attacks,UNK
201,I have lost 8 pounds in 1 week! I went from 212-204! I couldnt be happier!,UNK
202,Tried 10 mg 3 nights in a row. Stayed awake literally all night. Not helpful for sleep.,UNK
203,"Not good for me, migraines were terrible and had tongue swelling. I went on to Stratarra which I found better",UNK
204,I got my life back after Botox!,UNK
205,I took 2 at bed time and slept once I woke up I had to use the bathroom which is a good thing. I love it,UNK
206,but makes me feel dizzy.,UNK
207,This made my acne worse. I used it for a few weeks and stopped. Acne got better after just a few days.,UNK
208,Very quickly effective in lowering blood pressure. Seems to have few side effects.,UNK
209,This is the only medication that works for me!,UNK
210,This medicine works. Nothing else does.,UNK
211,Recurrence of HER2  cancer.  Hip and hand problems. Horrible insomnia and memory issued. But does help hold the cancer back.,UNK
212,I have used this drug since developing CHF on the operating table in 2001 and I am still alive and feel pretty good.  I am 75 years old now.,UNK
213,"Did experience slight positive changes, but came at a cost of constant dizziness and fainting",UNK
214,"I was not sexy. Now I look sexy. This stuff works. 

(Still on it because it&#039;s only been 4 months.)",UNK
215,Super good for depression.,UNK
216,Perfect!,UNK
217,"Had a horrible toothache, it was infection to point jaw was swollen. Worked after about 24 hours, was pain free with no side effects.",UNK
218,discontinued 2014. Congress made it illegal by passing the safe and effective act. the drug predated the FDA.,UNK
219,"I had a migraine for over 2 weeks and tried everything. My doctor gave me this yesterday. Awesome, headache gone!",UNK
220,No effect on my cough at all.,UNK
221,It worked for a while then it stopped working a few months later,UNK
222,"I have became extremely moody, not friendly with people and everybody has a problem except me.",UNK
223,"It works quite well, just as the litterature contained herein suggests...!",UNK
224,Im on my 3 week of clomid i ovulated  the 2 and 3 week and nothing no  baby yet,UNK
225,This medicine works great but the side effects was just to much. Gained 83 pounds in 9 months of being on it.,UNK
226,I&#039;ve found it very helpful.,UNK
227,Simbrinza dropped eye pressure from 34 to 14 at 4 week check.  I have experienced no side effects from this medication,UNK
228,I had to go off anti-inflammatories orally. This gel is what keeps me walking.,UNK
229,"I am amazed.  After several months of acute pain, I felt better within a couple of days.  I love this medication.",UNK
230,It&rsquo;s was amazing the first time I took it but after I was dying with constant yeast infection do not take,UNK
231,"Klonopin is as effective as turning off a switch. I had no tolerance problems during 17 years of taking this drug, and no unpleasant side effects.",UNK
232,Terrible joint pain after 4 days. ,UNK
233,Better results than any other medications. Improved the quality of life tremendously by reducing pain.,UNK
234,"My toddler had lice, Dr&#039;s swore by this medication.  However it did not work at all. ",UNK
235,"It worked well, but after about two weeks my feet and legs started swelling terribly.  So I had to stop taking it.  After about 4 days all swelling was gone.",UNK
236,Severe side effects. Very bad drug. Brings out the bad DNA we never knew we had before. Will never take again.,UNK
237,I am taking 1 pill a day and today is day 9 and I have lost 9 lbs so far. I can handle losing a pound a day!,UNK
238,"Was prescribed this Toujeo insulin pen, caused vision lost.  Stopped use vision was restored.",UNK
239,Lost 3 pounds in three months.,UNK
240,"Not effective at all for me - I know it works for some, but not me",UNK
241,Works so fast. Best help I ever had to control irritable bowel syndrome. Doctors should have given this a long time ago instead of me suffering for 25 years.,UNK
242,Cant make it through a day without it.,UNK
243,Just had my first injection yesterday.  I felt better right away.  I was really surprise at the fast response!,UNK
244,"Works like a charm, although the strong doses cause diarrhea after a couple of days.",UNK
245,It opens your airways,UNK
246,Was given a three-day dose of 500mg.  Felt better within 12 hours,UNK
247,Gave me horrible dreams - talking in my sleep.,UNK
248,"I gained weight, became a blubbering mess of emotions, got pregnant, and had a miscarriage all while getting the shot exactly on time.",UNK
249,Good product few minor side effects.,UNK
250,I got awful leg cramps and headaches. Did not help with hot flashes either.,UNK
251,"I have been taking 10MG of Lipitor for about 18 years, it has worked wonderful for me no problems at all with the drug.",UNK
252,"In one week , medicine brought my fasting sugar level from 245 to 102 
Amazing medicine with no side effects",UNK
253,Cymbalta did nothing to lessen my anxiety.,UNK
254,"Amazing, works well for panic attacks, etc.",UNK
255,"Nausea, diarrhea, stomach pains. But the infection seems to have cleared.",UNK
256,Takes all my pain away no side effects.,UNK
257,Works well on poison ivy. My preferred treatment!,UNK
258,It&#039;s wonderful I love it I&#039;m back from the dead,UNK
259,I was given Skelaxin for a herniated disc and it has also helped tremendously for my fibromyalgia,UNK
260,"Helped my dad with this patch.  He was less agitated, better behaved and was able to do more for himself.",UNK
261,"Used ranitidine for years to treat heartburn. I take 150mg 2-3 times daily, and always works quickley.",UNK
262,Amazing. I was prescribed ciprofloxacin 500mg. I took just one pill and had major relief.,UNK
263,"Starting on day two of treatment I felt progressively sicker with mild nausea, muscle aching and general malaise.",UNK
264,Had severe tachycardia since 2004.  I take 50mg 2x daily and resting pulse remains below 100 bpm.,UNK
265,Has made dealing with opiate dependency more manageable.,UNK
266,This worked for me when nothing else would,UNK
267,I love it.,UNK
268,Apidra helps me to keep my glucose in check.,UNK
269,Excellent to relieve pain and pressure when taking off and landing in an airplane.,UNK
270,Oncologist ordered it for mom&#039;s stage 4 lung cancer symptoms. It did an amazing job increasing her appetite which helped her keep weight on.,UNK
271,I&#039;ve had good success with pain relief using Mobic.,UNK
272,I would like my LEXAPRO over this medication any day now please!,UNK
273,The medication caused nausea and vomiting. I could not continue taking it although I tried for a few days.,UNK
274,Worst skin scaling and psoraisis. After two weeks of use 2 x a day it clears up my skin. Now I can wear shorts. Thanks.,UNK
275,I have been taking Prozac for 1 week for depression. It seems to be helping me with my attitude. But I am VERY concerned about weight gain.  ,UNK
276,It helped me balance my PMS and all I can say is it works.,UNK
277,Changed my life. (I am a 26 year old female),UNK
278,I got my period a week before the initial day and I took the pill two weeks before that. ,UNK
279,Used this for over a year and did not have any improvements. Sticky polish and takes a long time to dry.,UNK
280,Insulin works great but water gain is awful.,UNK
281,Settles the bladder down nicely.,UNK
282,I tried this and I wanted to die. Now I just call the doc and get the prescription pill. So much better and cheaper with insurance.,UNK
283,"Wait three to six months before jumping to conclusions about this pill. 
I highly recommend taking it. It cleared up my skin like crazy!!!",UNK
284,I have terrible Post Traumatic Stress Disorder and this medication has helped me so much.,UNK
285,It works great for my arthritis. I can be mobile enough to even go to work.,UNK
286,I take 2 in the  morning and  2 at night. I&#039;m not finding any relief from the hot flushes.,UNK
287,The Watson patches work well and stick. The Mylan patches are garbage. They do not stick and deliver no relief.,UNK
288,"Not effective at all, no side affects. On day four with no change in my cough. Disappointed really wanted some relief.",UNK
289,I have systemic Lupus. Worked well but insomnia and Mood-Euphoria decreased my normal sleep pattern tremendously.,UNK
290,"It didn&#039;t work for me. At all. I had severe nausea for weeks, could barely attend meetings at work.",UNK
291,Very strong medicine. Good for long lasting relief.,UNK
292,"The extended release tablets enable me to maintain a normal functioning rate, without crashing.",UNK
293,It totally resolved my vulvar pain and I also made me more patient and less irritable with my children. ,UNK
294,It&#039;s working great for me but it is quite pricey.,UNK
295,"Prozac 10mg  Changing my life, one day @ a time!!   LOVE it!!",UNK
296,I take this for my Spina Bifida. Helps so much!,UNK
297,"No side effects(nausea, headaches,etc) 
Regulated my period",UNK
298,Couldn&#039;t live without it. Didn&#039;t discover it until a few years ago.,UNK
299,It helps with my anxiety,UNK
300,5th pill in 2 years finally one cycle per month!,UNK
301,Works fast. After 2 hours will make your mind clear. Like you are a different person.,UNK
302,Works great. Always eat when taking a narcotic of any sort to prevent stomach ache. My cough went away nicely. I can breathe again.,UNK
303,It is a great medication I&#039;ve had no seizures and my back pain is little to none,UNK
304,"I think xanax really helps me with my panic attacks and anxiety, and would recommend it for anyone with similar issues.",UNK
305,To bad people have to abuse medication that other people need. This pill seems to reduce pain better than any other with less side effects.,UNK
306,"Works well for moderate pain, works in 30 minutes or so.",UNK
307,"Hives after taking for 5 days, otherwise worked well at relieving pain",UNK
308,Extremely effective.  But now a major inconvenience and expense as have to have a doctor visit monthly to obtain prescription,UNK
309,Relief without the overwhelming fatigue and nausea some medicines give me. Loved it! Consider it part of my miracle.,UNK
310,I use 100mg once a day to control anxiety. It works well. People at work have noticed I am much calmer at work.,UNK
311,Has made me a very irritable person. Also causes weight gain.,UNK
312,"Works great, able to stay awake at work and able to sleep during the day.",UNK
313,Estrace was prescribed for urinary urgency and has worked very well indeed.,UNK
314,This medicine was great for sleeping. It was the best that I ever had because I have sleeping problems. Rate it as a 10.,UNK
315,Doesn&#039;t work for me.,UNK
316,"Works like magic. I finally have medication that works. I get severe migraines, and Maxalt has been effective every time I take it.",UNK
317,Preferred to others.,UNK
318,This medicine helped me. Felt better after day 2.,UNK
319,Short term memory dysfunction and concentration problems.,UNK
320,"Horrible, Made my chest tighten up, and did nothing for my migrane, I ended up in the ER.",UNK
321,Great for knee pain.,UNK
322,The medication works when you can&#039;t breathe but the side effects are horrible! I feel very disoriented and depressed. Not for me.,UNK
323,The worst BC. Makes me SO mean and have horrible nightmares.,UNK
324,Works on cramps and spasms 100 percent,UNK
325,"After two days of treatment with this medicine at 7.5 mg morning and night, I find my pain greatly reduced.",UNK
326,Great for me. I had spotting and heavy periods before.,UNK
327,I love this medicine,UNK
328,"This is the only medication that worked for my monthly migraine, my co-pay is very high &amp; and sometimes I cut the pill in half.  ",UNK
329,"Worsen my son.  It gave him  insomnia and increased the tics and  he gained a lot of weight, so we stopped it.",UNK
330,"Horrible experience, I am schizoaffective and I felt as though I was going crazy on this medicine.",UNK
331,I have found this cream is fantastic. There is a good deal of pain when using it but it kills the pre cancer cells. Read the directions and follow them.,UNK
332,"I have been taking Endocet 7.5/325 for 8 months now in Pain Management, Works very well, Vicodin has nothing on Endocet.",UNK
333,Very expensive (even with insurance) but it really works for my grandson so we make the sacrifice.,UNK
334,300mg at nite in bed ... Sometimes 600mg..... Helps me sleep and no restless legs,UNK
335,"Very effective for  diarrhea, besides it alleviates heartburn and stomach discomfort",UNK
336,works well good option vs proton pump inhibitors,UNK
337,Works great!,UNK
338,The itching and burning is the downfall of this product.,UNK
339,"Good medicine, it gets rid of your pain without that drowsy sick feeling. ",UNK
340,I find plates/bowls with food on them in the night.,UNK
341,This medicine works very well for me. I have not experienced any side affects. I have been taking this medicine for two years and I am very grateful my Doctor prescribed it.,UNK
342,This is the best medicine as it never ceases to response in extreme cases.and takes 4 weeks course to resolve the issue.,UNK
343,"Didn&#039;t help, just made me tired.",UNK
344,Was prescribed 50mg to take at bedtime for my ringing in the ears (tinnitus from the sirens). This stuff absolutely did not work.,UNK
345,Very effective pain reliever.,UNK
346,Lowered pain when taken regularly. If a dose was missed I would get very dizzy.  All in all positive expirence.,UNK
347,Caused me to have muscle spasms in my back,UNK
348,Getting it taken out after 6 months of non-stop bleeding. I feel like I have lost a substantial amount of blood. Just did not work well with my body.,UNK
349,Not providing any relief at all.,UNK
350,Love this!  The only one that did not make me sick!  Coupon cuts cost.,UNK
351,"Works great at 1000mg.  No hangover, solid sleep.",UNK
352,Lorazepam works great for my anxiety with no side effects.,UNK
353,"I had pain in my head with shingles. After taking one pill the pain went away, the next day I went to work for a few hours.",UNK
354,Wonderfully highly recommended,UNK
355,"Switched from Soma after 4 years, love this new drug, no feeling loopy, can manage my day and feel great.",UNK
356,It did not even step up to the plate. My wife said it tastes terrible.,UNK
357,It allows me to get out of bed. I can&#039;t imagine living without it. ,UNK
358,"Took my first pill yesterday evening, couldn&#039;t get to sleep at all, and went to the bathroom more than ever all night.",UNK
359,Didn&#039;t take away pain in 1 months,UNK
360,I have never felt as well on any other medicine or been able to keep my sugar level as consistent as it is now through out the day.,UNK
361,I have very few side effects. This medication is helping me for depression and anxiety. I fell a positive difference after 4 weeks.,UNK
362,Nice dose counter,UNK
363,"Had two failed back surgeries and started taking Norco 10/325 with great success. without Norco pain level 8-9, with Norco 5-6.",UNK
364,Caused tightness in chest and nausea,UNK
365,This medicine caused serious problems with my heart.,UNK
366,"Works well for moderate pain, works in 30 minutes or so.",UNK
367,I have had no suicidal thoughts since I&#039;ve been on this medicine. It is an awesome medicine.,UNK
368,A wonderful medication.  Makes everything complicated in my life seem simple and I do not stress over the smaller things.,UNK
369,"Made me very anxious, and thoughts racing. Did nothing to ease nausea.",UNK
370,Don&#039;t believe the positive comments.  I have seen zero improvement in 5 months. How the company can justify their retail price is beyond me.,UNK
371,Caused sever constipation but at least I could keep liquids and solids down. Had headache when tapering off.,UNK
372,This medicine has helped me with my pain. It seems to work very well for me.,UNK
373,Did absolutely nothing.,UNK
374,"Chest pain ,Trembling inside Body ,Dizziness,",UNK
375,"I feel 100% better since taking Bentyl. Before I had stomach cramps, gas and gas pain. This works great! Thank You",UNK
376,It works. Less is better anything over 15-20 mg makes me too focused.,UNK
377,I have been taking 75mg of Nortriptyline for ADHD for several months and have had no improvement.,UNK
378,"Used it first time today. 1 hour and absolutely normal sex. Quite satisfied
Side effects nothing serious so far.",UNK
379,"This product has worked wonders for my red nose, cheeks and forehead.  Amazing!",UNK
380,Mylan your lidocaine patch do not stick. Please fix  or stop making something that is a waste of money and can not use.   Having pain.,UNK
381,Does what its intended to do!,UNK
382,I have had a terrible cold with cough &amp; breathing issues especially at night. This prescription was great for the cough &amp; ability to get some rest.,UNK
383,My 4 year old had major diarrhea after taking this medication.,UNK
384,My EF has gone from 10% to 30% on a dosage of 42mgs per day.  Of course there are the usual side effects.,UNK
385,Really good effect of this Viagra its the best,UNK
386,Great. Just take them 5 mins before bed.,UNK
387,"This stuff works, but the pills are quite stinky I must say.  Also they are a common pet medication, kinda weird. ",UNK
388,"I started use Truvada, when Intelence affected my liver. Great combination. I stopped use sleeping pills. Take Truvada before bed. Great medicine.",UNK
389,It worked &quot;okay&quot; however the sweating on this medication is way more than I can take. ,UNK
390,"This pill is amazing ,I really think its the magic pill ,I&#039;m smoke free now ,thanks zyban",UNK
391,I&#039;ve been taking four Ursodiol tablets a day for many years. My liver enzymes have stayed normal. Biopsy showed Stage 1.,UNK
392,"Stops general bitchy-ness to a degree, even when not menstruating.",UNK
